Person,Project,Role,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Person_09,Project_065,Manager,,,,,,,,,,,20,40,40,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_065,Analyst,,,,,,,,,,,,30,40,35,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_066,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,15,35,35,,,,,,,,,,,,,,,,,,,,
Person_08,Project_066,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,15,35,30,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_067,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,25,40,35,40,,,,,,,,,,,
Person_05,Project_067,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,35,10,30,,,,,,,,,,,,
Person_02,Project_067,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,25,40,,,,,,,,,,,,,,,,
Person_14,Project_068,Developer,,,,,,,,,,,,,,,30,10,40,15,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_068,Developer,,,,,,,,,,,,,,,25,20,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_069,Manager,,,,,,,,,,,,,30,40,40,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_07,Project_069,Analyst,,,,,,,,,,,,,,30,20,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_069,Developer,,,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_070,Developer,,,,,,,,,,,35,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_14,Project_070,Developer,,,,,,,,,,,15,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_03,Project_071,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,35,40,40,10,30,40,40,,,,,,,,,,,,
Person_19,Project_071,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,20,10,40,30,,,,,,,,,,,,,,,
Person_14,Project_071,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,15,10,15,,,,,,,,,,,,,,,
Person_06,Project_072,Manager,,,,,,,,,,,,,,,,,15,40,30,35,20,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_072,Analyst,,,,,,,,,,,,,,,,,40,25,10,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_12,Project_072,Manager,,,,,,,,,,,,,,,,,40,10,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_18,Project_073,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,30,15,,,,,,,,,,,,,,,,,,,,
Person_06,Project_073,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_073,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,35,40,,,,,,,,,,,,,,,,,,,,
Person_08,Project_073,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,35,,,,,,,,,,,,,,,,,,,,,
Person_11,Project_074,Developer,,,,,,,,10,35,40,10,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_13,Project_074,Analyst,,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_09,Project_075,Manager,,,,,,,,,,,,,,,,,,40,20,35,30,40,25,40,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_02,Project_075,Developer,,,,,,,,,,,,,,,,,,,,,40,30,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_17,Project_075,Developer,,,,,,,,,,,,,,,,,,40,40,35,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Person_20,Project_076,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,35,25,40,,,,,,,,,,,,,,,
Person_11,Project_076,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,40,40,,,,,,,,,,,,,,,
Person_05,Project_076,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,35,,,,,,,,,,,,,,,
Person_10,Project_076,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,,,,,,,,,,,,,,,
Person_11,Project_077,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,40,40,40,40,10,40,,,,,,,,,,,,,,
Person_15,Project_077,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,10,40,,,,,,,,,,,,,,
Person_06,Project_078,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,10,35,35,10,15,35,20,40,,,,,,,,,,
Person_09,Project_078,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,15,30,30,40,,,,,,,,,,,,,,
Person_17,Project_079,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,10,40,35,40,10,40,10,,,,,,,
Person_13,Project_079,Analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,40,40,40,10,,,,,,,,,,,,
Person_05,Project_080,Developer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,10,40,35,40,40,25,40,40,,,,,,,,,,,,,,
Person_06,Project_080,Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,40,20,40,,,,,,,,,,,,,,,,,,,
